Source_Puissance,FPS_Moyen,Latence_ms,Temp_Idle_C,Temp_Charge_C,Delta_Temp_C,Conso_Idle_W,Conso_Charge_W,Delta_IA_W,Efficacite_FPS_per_W
MATÉRIELLE (Sonde USB),33.84,29.57,33.5,58.0,24.5,4.09,7.02,2.94,4.82
