Source_Puissance,FPS_Moyen,Latence_ms,Temp_Idle_C,Temp_Charge_C,Delta_Temp_C,Conso_Idle_W,Conso_Charge_W,Delta_IA_W,Efficacite_FPS_per_W
MATÉRIELLE (Sonde USB),1.88,531.40,50.4,81.6,31.3,2.50,5.57,3.07,0.34
